id_oferta,titulo,empresa,fuente,fecha_publicacion,provincia,modalidad,nivel,tipo_contrato,salario_min,salario_max,moneda,habilidades,descripcion
OF-00787,Administrador de BD,Nearshore Devs,Konzerta,2025-09-10,Panamá,Híbrido,Semi Senior,Temporal,2300,2950,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00788,Ingeniero de Datos,Soluciones IT SA,Computrabajo,2025-09-21,Panamá,Remoto,Senior,Permanente,2650,4100,USD,"Power BI, SQL, Spark, TypeScript","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Power BI, SQL, Spark, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00789,Ingeniero DevOps,Copa Airlines,Computrabajo,2025-10-10,Colón,Presencial,Semi Senior,Permanente,2200,3050,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00790,Ingeniero Cloud,Cable & Wireless,Konzerta,2025-09-26,Panamá,Remoto,Senior,Freelance,4350,,USD,"Azure, Docker, GCP, Kubernetes, Python, Spark","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00791,Ingeniero de Datos,Caja de Ahorros,LinkedIn,2025-04-07,Los Santos,Híbrido,Junior,Permanente,1400,1900,USD,"AWS, Python, SQL, Vue","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Python, SQL, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00792,Desarrollador Full Stack,Caja de Ahorros,LinkedIn,2025-09-20,Panamá,Presencial,Junior,Permanente,,,USD,"Docker, Git, Node.js, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, Node.js, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00793,Científico de Datos,BAC Credomatic,LinkedIn,2025-02-16,Coclé,Presencial,Junior,Por Proyecto,1600,2050,USD,"LLM/IA Generativa, Power BI, Python, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00794,Científico de Datos,Panama Digital,Konzerta,2025-03-30,Panamá,Híbrido,Semi Senior,Temporal,2600,3450,USD,"Kubernetes, LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, LLM/IA Generativa, Machine Learning, Power BI. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00795,Administrador de BD,Globant,encuentra24,2025-07-04,Los Santos,Presencial,Senior,Freelance,2550,3400,USD,"Kubernetes, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, PostgreSQL, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00796,Desarrollador Full Stack,Innovatec,Konzerta,2025-12-10,Chiriquí,Híbrido,Semi Senior,Freelance,2100,3150,USD,"Docker, Node.js, React, Spark, TypeScript","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Node.js, React, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00797,Desarrollador Full Stack,Cable & Wireless,LinkedIn,2025-09-24,Chiriquí,Híbrido,Senior,Permanente,2650,3600,USD,"Docker, Node.js, Python, React, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Node.js, Python, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00798,Ingeniero de Datos,TechMakers,Konzerta,2025-08-30,Los Santos,Remoto,Senior,Por Proyecto,2800,3550,USD,"AWS, Python, SQL","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00799,Desarrollador Frontend,Telered,encuentra24,2025-04-18,Panamá,Presencial,Junior,Permanente,1100,1600,USD,"Angular, JavaScript, React","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00800,Ingeniero de IA/ML,DataPro Panamá,encuentra24,2025-01-22,Panamá Oeste,Híbrido,Semi Senior,Permanente,2450,3450,USD,"AWS, Machine Learning, Python, TypeScript","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Machine Learning, Python, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00801,Ingeniero DevOps,,Konzerta,2025-12-24,Veraguas,Híbrido,Lead,Por Proyecto,4800,6150,USD,"AWS, Azure, Docker, GCP, Git, Go, Kubernetes","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00802,Administrador de BD,DataPro Panamá,Konzerta,2025-04-07,Panamá,Presencial,Junior,Permanente,1650,2300,USD,"Oracle, PostgreSQL, Python, Rust, SQL","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Oracle, PostgreSQL, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00803,Analista de BI,,LinkedIn,2025-08-29,Panamá,Remoto,Semi Senior,Por Proyecto,,3650,USD,"PostgreSQL, Power BI, Python, Rust, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00804,Desarrollador Full Stack,,encuentra24,2025-05-29,Panamá,Presencial,Senior,Temporal,2850,3850,USD,"Git, JavaScript, Node.js, Rust, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, Node.js, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00805,Analista de BI,MultiBank,Computrabajo,2025-07-07,Panamá,Híbrido,Junior,Permanente,1100,1650,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00806,Desarrollador Full Stack,,Konzerta,2025-08-23,Panamá,Presencial,Junior,Por Proyecto,1400,2000,USD,"Docker, JavaScript, Node.js, Python, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00807,Desarrollador Backend,DataPro Panamá,encuentra24,2025-04-22,Panamá,Presencial,Semi Senior,Por Proyecto,2500,3200,USD,"C#, Git, Java, Machine Learning, Node.js, Spring","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en C#, Git, Java, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00808,Desarrollador Full Stack,Panama Digital,LinkedIn,2025-09-04,Panamá,Remoto,Senior,Permanente,3000,4250,USD,"Git, JavaScript, Python","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00809,Ingeniero Cloud,Innovatec,LinkedIn,2025-10-17,Panamá,Presencial,Junior,Por Proyecto,1600,2250,USD,"Azure, Docker, GCP, Python","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00810,Desarrollador Full Stack,Caja de Ahorros,encuentra24,2025-04-23,Panamá,Híbrido,Junior,Por Proyecto,1850,,USD,"Docker, JavaScript, LLM/IA Generativa, Python, Rust","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, LLM/IA Generativa, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00811,Ingeniero DevOps,Banistmo,Konzerta,2025-07-29,Panamá,Híbrido,Junior,Permanente,2550,3200,USD,"Azure, Docker, GCP, Git, Kubernetes, Machine Learning","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00812,Científico de Datos,Procesos y Sistemas,Konzerta,2025-05-13,Herrera,Presencial,Semi Senior,Permanente,1750,2300,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00813,Desarrollador Full Stack,Soluciones IT SA,LinkedIn,2025-11-28,Panamá,Híbrido,Senior,Permanente,3350,5150,USD,"Docker, GCP, Node.js, Python, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, GCP, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00814,Ingeniero de Datos,TechMakers,Konzerta,2025-08-29,Herrera,Híbrido,Semi Senior,Permanente,2050,,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00815,Analista de BI,Globant,LinkedIn,2025-11-23,Panamá,Presencial,Semi Senior,Freelance,1550,2400,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00816,Desarrollador Frontend,Caja de Ahorros,Konzerta,2025-05-28,Panamá,Presencial,Senior,Permanente,,3700,USD,"Angular, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, JavaScript, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00817,Ingeniero de IA/ML,Globant,LinkedIn,2025-05-22,Panamá,Presencial,Semi Senior,Freelance,2700,3500,USD,"LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00818,Científico de Datos,Procesos y Sistemas,encuentra24,2025-07-02,Panamá,Presencial,Senior,Permanente,,3800,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00819,Ingeniero de Datos,Innovatec,Konzerta,2025-02-21,Panamá,Remoto,Junior,Permanente,1900,2850,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00820,Ingeniero Cloud,Telered,encuentra24,2025-08-26,Panamá,Híbrido,Senior,Por Proyecto,2900,4050,USD,"Azure, Docker, Kubernetes","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00821,Desarrollador Frontend,Avianca Tech,Konzerta,2025-07-30,Panamá Oeste,Híbrido,Senior,Permanente,,3250,USD,"Angular, Git, JavaScript","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00822,Ingeniero de Datos,Globant,LinkedIn,2025-06-04,Panamá,Remoto,Junior,Permanente,1600,2050,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00823,Desarrollador Backend,Banco General,LinkedIn,2025-08-11,Panamá,Presencial,Semi Senior,Por Proyecto,2000,3050,USD,"C#, Java, Rust, SQL, Spring","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en C#, Java, Rust, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00824,Desarrollador Full Stack,DataPro Panamá,encuentra24,2025-10-14,Panamá,Híbrido,Junior,Por Proyecto,1800,2350,USD,"Go, JavaScript, Node.js, Python, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Go, JavaScript, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00825,Desarrollador Full Stack,Banco General,Konzerta,2025-05-13,Panamá,Remoto,Junior,Permanente,,1800,USD,"Docker, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, SQL, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00826,Desarrollador Full Stack,Copa Airlines,encuentra24,2025-01-29,Panamá,Híbrido,Junior,Permanente,,2250,USD,"Docker, Git, JavaScript, Node.js, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, Node.js. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00827,Ingeniero Cloud,Banco General,encuentra24,2025-08-03,Coclé,Híbrido,Semi Senior,Permanente,2450,3550,USD,"AWS, Azure, Docker, GCP, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00828,Científico de Datos,Dell Panamá,Konzerta,2025-12-11,Panamá,Remoto,Junior,Permanente,1950,2450,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, Rust, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00829,Desarrollador Frontend,Cable & Wireless,Konzerta,2025-08-08,Panamá,Remoto,Lead,Permanente,3650,5650,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00830,Ingeniero Cloud,Dell Panamá,encuentra24,2025-08-14,Panamá,Remoto,Senior,Permanente,3400,5250,USD,"AWS, Azure, Docker, GCP, Kubernetes, LLM/IA Generativa","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00831,Analista de BI,Cable & Wireless,LinkedIn,2025-08-14,Panamá,Híbrido,Junior,Permanente,,1850,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00832,Analista de BI,Dell Panamá,Konzerta,2025-08-22,Colón,Híbrido,Junior,Permanente,1250,1550,USD,"PostgreSQL, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00833,Científico de Datos,,Konzerta,2025-06-21,Panamá,Presencial,Semi Senior,Por Proyecto,2800,3550,USD,"LLM/IA Generativa, Machine Learning, Python, Rust, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00834,Científico de Datos,BAC Credomatic,Konzerta,2025-02-10,Panamá,Remoto,Senior,Permanente,3700,5100,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00835,Ingeniero DevOps,GBM Panamá,encuentra24,2025-07-19,Panamá,Presencial,Semi Senior,Por Proyecto,2550,3750,USD,"Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00836,Científico de Datos,Nearshore Devs,Konzerta,2025-12-16,Panamá,Presencial,Junior,Permanente,1650,2400,USD,"LLM/IA Generativa, Machine Learning, Python, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00837,Administrador de BD,Telered,Computrabajo,2025-11-27,Colón,Híbrido,Lead,Permanente,2850,4400,USD,"Machine Learning, MongoDB, Oracle, Python","Buscamos Administrador de BD nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Machine Learning, MongoDB, Oracle, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
